Player,Club,Competition,Age,Position,Minutes Played,Apps,Goals,Assists,xG,xA,Shots,Shots On Target,Key Passes,Pass Accuracy,Progressive Passes,Progressive Carries,Dribbles Completed,Accurate Crosses,Touches In Box,Aerial Duels Won,Aerials Won %,Duels Won %,Tackles Won,Interceptions,Recoveries,Clearances,Blocks,Fouls,Yellow Cards,Red Cards,Saves,Goals Conceded,Clean Sheets,High Claims,Market Value
Golic Coric,Kaltov FC,Championship,23,AM,2288,31,13,8,15.35,12.12,92.0,25.0,37.0,91.1,111.0,166.0,95.0,17.0,147.0,42.0,38.4,46.6,42.0,92.0,254.0,31.0,5.0,30.0,5,0,,,,,16956615
Golnen Farfal,Kaltov FC,Championship,31,ST,2106,33,3,2,3.12,1.68,24.0,10.0,7.0,93.6,137.0,99.0,34.0,34.0,88.0,43.0,30.1,55.7,27.0,25.0,93.0,21.0,20.0,11.0,1,0,,,,,3271324
Lunpel Golsen,Kaltov FC,Championship,27,RB,1978,25,0,1,1.8,5.16,21.0,4.0,28.0,91.7,38.0,90.0,4.0,21.0,46.0,77.0,57.6,55.9,28.0,59.0,140.0,50.0,18.0,18.0,1,0,,,,,5462513
Ostic Arnen,Kaltov FC,Championship,21,ST,2210,28,8,3,8.71,3.77,85.0,37.0,41.0,87.9,94.0,31.0,29.0,13.0,138.0,94.0,60.5,53.1,40.0,30.0,248.0,31.0,23.0,43.0,9,0,,,,,20617994
Torfal Silrin,Kaltov FC,Championship,29,CM,2411,33,0,0,0.35,5.34,47.0,10.0,33.0,76.7,97.0,161.0,56.0,18.0,81.0,41.0,48.6,63.9,47.0,88.0,225.0,64.0,17.0,26.0,3,0,,,,,11474042
Elivic Roskov,Kaltov FC,Championship,22,ST,3162,51,16,11,16.56,10.83,114.0,36.0,81.0,75.0,316.0,219.0,68.0,50.0,26.0,24.0,61.6,49.5,81.0,31.0,383.0,95.0,20.0,26.0,6,0,,,,,11829249
Golvic Torju,Kaltov FC,Championship,24,CM,1410,18,0,0,0.51,3.78,7.0,2.0,19.0,65.0,22.0,47.0,29.0,13.0,52.0,46.0,65.1,45.3,14.0,8.0,47.0,34.0,10.0,18.0,3,0,,,,,352520
Nevdin Praez,Kaltov FC,Championship,24,DM,1941,27,3,2,1.54,4.74,18.0,5.0,52.0,71.8,47.0,50.0,43.0,26.0,85.0,57.0,38.5,55.2,19.0,63.0,257.0,82.0,18.0,17.0,1,0,,,,,12556126
Sildin Lunce,Kaltov FC,Championship,23,LW,1576,21,6,4,7.38,3.63,70.0,30.0,44.0,88.9,109.0,37.0,61.0,14.0,47.0,6.0,55.3,65.9,52.0,40.0,167.0,44.0,13.0,8.0,3,0,,,,,21844871
Kalju Jorgio,Kaltov FC,Championship,25,ST,2325,32,5,4,5.67,1.59,112.0,40.0,27.0,71.7,198.0,118.0,13.0,14.0,95.0,26.0,51.3,55.4,21.0,18.0,175.0,66.0,29.0,53.0,7,0,,,,,2397234
Lunpel Nevos,Kaltov FC,Championship,23,CM,2935,35,1,3,4.81,5.62,56.0,16.0,22.0,90.9,101.0,64.0,102.0,6.0,166.0,15.0,57.7,57.8,105.0,63.0,329.0,95.0,39.0,50.0,3,1,,,,,32321774
Rosba Praos,Silfal FC,Championship,25,GK,1657,20,0,0,,,,,16.0,91.5,34.0,48.0,26.0,9.0,67.0,19.0,35.6,57.6,27.0,37.0,100.0,16.0,21.0,20.0,3,0,90.0,19.0,3.0,24.0,639691
Kallan Lunce,Silfal FC,Championship,19,GK,1753,22,0,0,,,,,11.0,95.5,151.0,42.0,13.0,4.0,87.0,22.0,44.1,53.2,53.0,18.0,161.0,77.0,23.0,39.0,9,0,52.0,31.0,9.0,25.0,16073061
Morgio Belrin,Silfal FC,Championship,32,LW,2638,30,18,8,15.53,6.41,66.0,33.0,71.0,89.4,115.0,86.0,18.0,20.0,66.0,59.0,56.8,63.9,73.0,51.0,357.0,70.0,23.0,60.0,0,0,,,,,7032689
Jorhus Jortov,Silfal FC,Championship,32,CM,2691,38,0,1,3.92,2.64,12.0,5.0,65.0,71.2,84.0,114.0,16.0,15.0,7.0,111.0,64.9,51.7,33.0,40.0,292.0,20.0,27.0,54.0,9,0,,,,,6363204
Joros Danzar,Silfal FC,Championship,23,CM,1007,12,1,2,1.56,2.63,3.0,1.0,3.0,77.3,73.0,21.0,16.0,5.0,40.0,11.0,69.2,52.2,14.0,40.0,94.0,33.0,8.0,18.0,1,0,,,,,27067767
Sildin Ivatov,Silfal FC,Championship,26,CB,2157,27,3,0,3.32,5.54,31.0,13.0,49.0,75.3,146.0,75.0,14.0,30.0,137.0,41.0,47.3,65.4,35.0,51.0,164.0,78.0,4.0,43.0,0,0,,,,,12612619
Nevce Arhus,Silfal FC,Championship,20,LW,1594,20,2,0,2.46,1.74,38.0,9.0,20.0,82.8,48.0,50.0,35.0,7.0,69.0,66.0,48.2,57.1,21.0,38.0,125.0,14.0,3.0,12.0,0,0,,,,,1294184
Jorkov Lunlan,Silfal FC,Championship,23,CB,1739,27,1,0,2.65,1.44,16.0,7.0,18.0,75.0,88.0,83.0,20.0,9.0,116.0,33.0,32.1,47.2,22.0,21.0,185.0,72.0,14.0,8.0,0,0,,,,,6078740
Torvic Lunhus,Silfal FC,Championship,26,AM,2375,28,6,3,8.22,3.03,77.0,30.0,37.0,77.6,91.0,65.0,26.0,22.0,74.0,27.0,48.9,51.7,36.0,37.0,171.0,50.0,15.0,43.0,3,0,,,,,1159526
Nevdin Quiez,Silfal FC,Championship,30,AM,1646,25,2,0,1.81,1.81,34.0,12.0,8.0,75.4,77.0,45.0,25.0,12.0,59.0,22.0,61.7,47.1,16.0,18.0,119.0,72.0,21.0,10.0,9,0,,,,,670520
Quisen Argio,Silfal FC,Championship,24,ST,806,11,3,3,4.02,1.39,19.0,5.0,5.0,79.6,19.0,22.0,8.0,11.0,17.0,21.0,35.5,50.0,15.0,29.0,75.0,14.0,7.0,11.0,2,0,,,,,7307615
Morsen Morlan,Silfal FC,Championship,29,LW,1458,21,1,1,1.59,0.54,47.0,22.0,26.0,77.8,87.0,38.0,28.0,11.0,64.0,38.0,34.5,55.0,22.0,11.0,138.0,45.0,17.0,35.0,3,0,,,,,2031148
Beltov Jorhus,Silfal FC,Championship,22,CM,1188,18,0,1,0.64,0.9,7.0,1.0,11.0,74.5,148.0,87.0,50.0,10.0,14.0,6.0,65.5,52.1,18.0,42.0,140.0,33.0,3.0,9.0,1,0,,,,,23064020
Belic Belce,Silfal FC,Championship,22,CM,1877,29,1,1,3.06,5.14,14.0,4.0,45.0,70.5,72.0,67.0,42.0,26.0,115.0,78.0,67.2,59.0,17.0,18.0,202.0,5.0,11.0,13.0,7,0,,,,,7713752
Eliba Jorrin,Silfal FC,Championship,26,AM,2221,30,10,6,9.06,7.88,51.0,19.0,49.0,90.8,159.0,115.0,26.0,6.0,82.0,40.0,55.6,47.3,65.0,72.0,153.0,93.0,20.0,34.0,9,1,,,,,6591117
Roskov Cornen,Silfal FC,Championship,23,DM,3001,37,1,0,2.54,0.74,33.0,16.0,66.0,81.0,67.0,44.0,79.0,7.0,127.0,113.0,45.7,63.0,52.0,72.0,208.0,96.0,37.0,45.0,7,0,,,,,8794231
Quipel Faric,Silfal FC,Championship,17,RB,1522,17,1,0,2.57,3.81,23.0,10.0,27.0,95.1,44.0,57.0,52.0,17.0,89.0,9.0,58.5,48.2,39.0,46.0,144.0,29.0,15.0,36.0,4,0,,,,,18026322
Jorhus Morba,Silfal FC,Championship,18,LW,1069,15,4,3,4.3,1.94,29.0,12.0,22.0,88.0,32.0,64.0,3.0,15.0,24.0,32.0,35.2,62.7,9.0,15.0,107.0,39.0,7.0,17.0,6,0,,,,,7835279
Quilan Farsen,Silfal FC,Championship,22,AM,384,4,1,0,0.99,0.66,4.0,1.0,2.0,71.7,30.0,6.0,3.0,5.0,18.0,16.0,55.0,53.5,8.0,5.0,42.0,12.0,4.0,8.0,1,0,,,,,6036908
Eliez Farvic,Silfal FC,Championship,24,DM,1089,18,0,0,0.68,0.75,16.0,5.0,22.0,83.3,106.0,24.0,6.0,13.0,13.0,42.0,48.1,46.7,11.0,26.0,123.0,35.0,5.0,24.0,1,0,,,,,6476524
Belpel Hence,Silfal FC,Championship,17,ST,2616,30,5,2,4.98,3.48,94.0,39.0,31.0,83.2,112.0,158.0,58.0,28.0,43.0,94.0,49.4,61.4,15.0,27.0,190.0,84.0,5.0,57.0,5,0,,,,,8153960
Quifal Jorez,Silfal FC,Championship,32,AM,834,10,4,3,5.03,1.45,29.0,13.0,18.0,68.0,43.0,27.0,26.0,13.0,41.0,27.0,69.5,43.0,18.0,13.0,55.0,29.0,6.0,18.0,0,0,,,,,4189472
Kalez Arfal,Golsen FC,Championship,30,GK,2139,27,0,0,,,,,44.0,73.2,83.0,104.0,15.0,2.0,84.0,69.0,43.8,50.5,17.0,56.0,82.0,74.0,8.0,23.0,9,0,78.0,37.0,4.0,11.0,2983450
Tortov Arkov,Golsen FC,Championship,26,GK,1841,21,0,0,,,,,30.0,73.4,53.0,111.0,30.0,26.0,62.0,66.0,66.9,49.3,52.0,54.0,92.0,16.0,24.0,27.0,9,0,95.0,24.0,6.0,23.0,6556926
Fartov Golju,Golsen FC,Championship,25,CB,1892,24,0,0,3.06,2.56,16.0,3.0,21.0,83.6,49.0,18.0,5.0,28.0,16.0,50.0,44.3,56.2,35.0,12.0,80.0,64.0,23.0,45.0,0,0,,,,,1026102
Pragio Ivaju,Golsen FC,Championship,24,LW,2002,28,0,0,0.97,0.49,49.0,25.0,14.0,67.3,63.0,74.0,11.0,2.0,50.0,46.0,67.7,53.9,30.0,20.0,139.0,44.0,2.0,33.0,4,0,,,,,258482
Jorba Ostmir,Golsen FC,Championship,22,CB,1730,27,2,1,0.85,4.17,10.0,2.0,42.0,86.7,129.0,57.0,27.0,1.0,43.0,35.0,54.8,66.1,57.0,31.0,167.0,39.0,6.0,14.0,9,0,,,,,20955520
Quirin Elizar,Golsen FC,Championship,26,RB,1955,28,0,0,2.37,1.01,34.0,11.0,24.0,73.8,30.0,22.0,39.0,17.0,39.0,30.0,39.3,41.4,26.0,15.0,135.0,62.0,3.0,27.0,7,0,,,,,210808
Morsen Praez,Golsen FC,Championship,19,CM,1865,25,0,1,0.27,1.87,10.0,2.0,27.0,83.0,93.0,24.0,33.0,1.0,11.0,28.0,69.3,42.3,29.0,55.0,127.0,82.0,14.0,8.0,9,0,,,,,5051537
Lunpel Nevdin,Golsen FC,Championship,25,RB,1710,21,1,1,1.66,3.27,4.0,0.0,14.0,70.2,41.0,69.0,53.0,25.0,95.0,36.0,59.1,57.0,9.0,17.0,173.0,39.0,16.0,29.0,7,0,,,,,3188359
Quihus Rosez,Golsen FC,Championship,17,ST,2179,37,10,3,9.44,9.17,87.0,31.0,13.0,90.3,260.0,145.0,12.0,28.0,17.0,22.0,44.6,49.2,42.0,33.0,208.0,19.0,25.0,47.0,1,0,,,,,11487126
Morhus Kalkov,Golsen FC,Championship,24,LW,2116,38,11,8,11.44,8.86,68.0,28.0,67.0,78.2,250.0,126.0,74.0,3.0,88.0,42.0,64.7,58.3,24.0,74.0,147.0,53.0,18.0,38.0,0,0,,,,,8887143
Rosju Ivapel,Golsen FC,Championship,29,LW,773,10,1,0,1.4,1.01,22.0,7.0,11.0,73.9,56.0,16.0,17.0,9.0,15.0,8.0,57.9,41.1,11.0,18.0,48.0,5.0,7.0,13.0,3,0,,,,,1211777
Silfal Kalce,Golsen FC,Championship,25,RB,1947,21,1,0,2.51,4.05,34.0,8.0,26.0,67.6,47.0,29.0,75.0,4.0,67.0,67.0,62.3,51.0,54.0,61.0,170.0,82.0,9.0,43.0,5,0,,,,,20053503
Farrin Lunsen,Golsen FC,Championship,21,CM,2091,31,1,1,1.75,2.44,21.0,5.0,11.0,84.7,221.0,114.0,48.0,30.0,130.0,52.0,46.1,60.4,41.0,32.0,156.0,41.0,4.0,27.0,1,0,,,,,7920298
Danvic Kalrin,Golsen FC,Championship,31,RB,2643,39,1,2,4.44,3.63,44.0,10.0,71.0,79.3,194.0,113.0,93.0,15.0,7.0,83.0,33.2,54.2,46.0,80.0,134.0,19.0,12.0,26.0,3,0,,,,,3684473
Morvic Rosba,Golsen FC,Championship,28,CB,2886,36,0,2,1.54,4.04,6.0,2.0,23.0,66.6,127.0,56.0,36.0,40.0,89.0,18.0,42.8,46.6,40.0,32.0,249.0,62.0,37.0,41.0,7,0,,,,,3968951
Nevfal Moric,Golsen FC,Championship,20,CM,1757,27,1,1,1.22,4.79,12.0,3.0,10.0,84.3,141.0,76.0,11.0,5.0,111.0,44.0,56.5,57.0,42.0,23.0,94.0,22.0,5.0,28.0,2,1,,,,,6357701
Torvic Farez,Golsen FC,Championship,21,RB,1709,24,0,0,0.49,4.49,10.0,4.0,20.0,71.9,62.0,72.0,21.0,10.0,27.0,33.0,36.4,42.3,30.0,30.0,145.0,41.0,8.0,40.0,8,0,,,,,1225647
Farhus Arez,Golsen FC,Championship,19,CB,2067,28,0,0,4.02,3.64,21.0,8.0,40.0,94.2,148.0,26.0,35.0,4.0,98.0,83.0,33.4,52.7,28.0,46.0,246.0,53.0,11.0,35.0,9,0,,,,,16066879
Golkov Lunvic,Golsen FC,Championship,35,AM,2688,47,5,2,6.92,4.65,30.0,10.0,15.0,72.1,160.0,32.0,22.0,30.0,165.0,87.0,52.8,42.4,43.0,21.0,119.0,56.0,18.0,65.0,6,0,,,,,1551705
Nevhus Elilan,Golsen FC,Championship,26,CM,1530,21,1,2,2.52,2.86,3.0,0.0,17.0,85.3,34.0,51.0,28.0,20.0,37.0,43.0,34.4,61.7,50.0,48.0,123.0,32.0,9.0,23.0,2,0,,,,,3723716
Silmir Ardin,Golsen FC,Championship,18,RB,2495,31,0,2,3.36,2.89,5.0,1.0,47.0,81.3,163.0,136.0,32.0,8.0,59.0,108.0,35.9,45.1,55.0,75.0,189.0,26.0,23.0,20.0,5,0,,,,,7865749
Quipel Rosju,Golsen FC,Championship,22,RB,2555,43,1,3,1.88,5.76,36.0,12.0,41.0,90.8,176.0,32.0,90.0,11.0,30.0,105.0,30.6,50.5,21.0,71.0,219.0,49.0,3.0,46.0,9,0,,,,,18228980
Nevkov Belju,Corvic FC,Championship,19,GK,1561,20,0,0,,,,,7.0,90.0,39.0,35.0,6.0,24.0,49.0,16.0,52.7,54.4,22.0,40.0,91.0,37.0,2.0,30.0,3,0,45.0,37.0,4.0,12.0,6527329
Farlan Golju,Corvic FC,Championship,17,GK,1051,17,0,0,,,,,4.0,68.4,29.0,37.0,7.0,11.0,18.0,22.0,33.8,57.2,23.0,29.0,115.0,14.0,12.0,22.0,9,0,35.0,12.0,4.0,3.0,8061986
Elipel Silgio,Corvic FC,Championship,18,LW,1574,18,4,3,3.71,2.08,46.0,23.0,30.0,75.9,158.0,39.0,6.0,22.0,10.0,5.0,41.7,56.5,50.0,35.0,131.0,16.0,2.0,30.0,5,0,,,,,14285970
Corju Lunic,Corvic FC,Championship,20,DM,2173,36,1,0,2.76,0.99,10.0,3.0,5.0,84.4,87.0,77.0,60.0,23.0,86.0,30.0,37.3,58.0,15.0,64.0,124.0,35.0,8.0,46.0,9,1,,,,,4026302
Ostlan Quivic,Corvic FC,Championship,22,ST,2860,38,5,4,7.06,4.05,84.0,42.0,41.0,86.2,150.0,107.0,52.0,23.0,48.0,99.0,56.9,59.6,38.0,97.0,146.0,28.0,24.0,37.0,7,0,,,,,12988843
Coric Nevos,Corvic FC,Championship,23,CB,1825,21,0,3,1.96,1.38,8.0,1.0,28.0,78.8,68.0,97.0,21.0,9.0,68.0,37.0,41.0,59.0,20.0,20.0,123.0,68.0,17.0,15.0,0,0,,,,,21923528
Eliju Golce,Corvic FC,Championship,31,ST,1623,21,7,4,6.52,5.47,44.0,12.0,45.0,81.3,50.0,95.0,53.0,17.0,80.0,63.0,42.9,66.9,13.0,39.0,131.0,38.0,2.0,13.0,8,0,,,,,24743139
Prafal Ostkov,Corvic FC,Championship,20,ST,1490,17,3,1,3.23,2.29,46.0,20.0,25.0,81.8,81.0,59.0,5.0,24.0,95.0,58.0,58.8,60.8,20.0,24.0,67.0,37.0,16.0,33.0,9,0,,,,,3246259
Rosvic Praez,Corvic FC,Championship,26,AM,2129,28,5,2,4.96,2.34,60.0,18.0,9.0,81.4,143.0,28.0,21.0,19.0,36.0,47.0,40.1,50.2,37.0,37.0,172.0,72.0,27.0,41.0,5,0,,,,,3095696
Henos Faric,Corvic FC,Championship,28,ST,1825,23,9,7,7.86,4.67,79.0,28.0,49.0,66.8,101.0,124.0,28.0,9.0,105.0,41.0,69.5,61.4,26.0,78.0,226.0,30.0,17.0,39.0,7,0,,,,,15322817
Farkov Danpel,Corvic FC,Championship,21,RB,2177,31,2,1,3.28,0.62,28.0,13.0,23.0,74.3,202.0,127.0,76.0,25.0,37.0,50.0,63.9,44.6,17.0,64.0,198.0,71.0,28.0,21.0,2,0,,,,,26111007
Torlan Danvic,Corvic FC,Championship,24,RB,945,15,0,0,1.36,2.47,8.0,3.0,9.0,78.0,65.0,14.0,16.0,3.0,58.0,33.0,47.0,40.6,10.0,12.0,56.0,41.0,11.0,16.0,7,0,,,,,1522872
Torlan Corkov,Corvic FC,Championship,31,CM,1655,23,0,0,3.17,1.25,14.0,3.0,18.0,90.6,44.0,20.0,35.0,15.0,44.0,17.0,53.8,46.1,35.0,11.0,67.0,70.0,6.0,39.0,8,0,,,,,663492
Nevgio Ivatov,Corvic FC,Championship,33,RB,2141,28,0,0,0.71,4.06,23.0,6.0,26.0,82.0,73.0,24.0,31.0,34.0,11.0,32.0,67.9,45.8,52.0,37.0,89.0,82.0,17.0,25.0,9,0,,,,,2049217
Fardin Rosmir,Corvic FC,Championship,19,AM,2093,24,6,3,8.18,5.22,96.0,43.0,39.0,77.7,112.0,83.0,27.0,4.0,29.0,77.0,61.9,59.5,35.0,50.0,155.0,7.0,10.0,12.0,1,0,,,,,6085710
Corkov Kaltov,Corvic FC,Championship,21,LW,1645,25,6,5,6.81,3.66,62.0,29.0,35.0,85.1,45.0,22.0,42.0,27.0,71.0,23.0,34.3,48.5,8.0,48.0,141.0,27.0,21.0,20.0,6,0,,,,,2780181
Cornen Joric,Corvic FC,Championship,20,ST,2487,33,5,2,5.02,2.95,74.0,26.0,33.0,67.6,168.0,138.0,52.0,1.0,35.0,67.0,30.7,42.5,65.0,35.0,268.0,96.0,28.0,17.0,5,0,,,,,8240344
Belhus Torhus,Corvic FC,Championship,20,AM,725,9,1,1,1.42,0.62,28.0,10.0,1.0,77.1,30.0,14.0,15.0,7.0,38.0,5.0,57.3,50.0,7.0,12.0,23.0,29.0,8.0,15.0,9,0,,,,,2762268
Silpel Jorez,Corvic FC,Championship,24,AM,1480,16,4,3,3.66,2.48,36.0,12.0,28.0,86.5,60.0,28.0,38.0,11.0,98.0,34.0,30.9,65.9,23.0,34.0,191.0,31.0,11.0,21.0,8,0,,,,,10338878
Arba Kaltov,Corvic FC,Championship,28,RB,1701,20,0,0,2.09,2.29,9.0,2.0,7.0,86.4,23.0,12.0,6.0,11.0,59.0,39.0,46.8,58.7,27.0,18.0,78.0,18.0,13.0,26.0,6,0,,,,,878438
Silmir Belvic,Corvic FC,Championship,21,CM,1251,14,0,0,0.85,1.47,11.0,2.0,6.0,74.8,101.0,54.0,11.0,5.0,36.0,39.0,62.5,53.2,31.0,27.0,103.0,43.0,7.0,11.0,1,0,,,,,10509760
Lunce Aros,Corvic FC,Championship,32,ST,2298,41,10,9,8.92,5.94,64.0,32.0,59.0,65.9,83.0,49.0,41.0,2.0,100.0,71.0,36.8,48.8,17.0,75.0,134.0,46.0,13.0,11.0,1,0,,,,,4242602
Ivanen Arvic,Praez FC,Championship,31,GK,2548,28,0,0,,,,,58.0,80.1,146.0,89.0,33.0,20.0,34.0,72.0,57.5,59.7,24.0,78.0,297.0,87.0,10.0,30.0,3,0,75.0,52.0,14.0,5.0,14672049
Praju Dansen,Praez FC,Championship,25,GK,1253,14,0,0,,,,,19.0,82.1,66.0,72.0,17.0,12.0,10.0,14.0,32.6,48.7,16.0,18.0,101.0,10.0,5.0,27.0,3,0,57.0,14.0,5.0,8.0,27245124
Prafal Praju,Praez FC,Championship,22,AM,1779,20,5,2,5.3,3.99,56.0,21.0,41.0,87.0,142.0,129.0,6.0,14.0,68.0,49.0,65.6,59.8,60.0,31.0,245.0,19.0,2.0,22.0,5,1,,,,,8749923
Mordin Lundin,Praez FC,Championship,24,CM,1749,20,0,0,2.17,3.18,6.0,1.0,12.0,91.3,106.0,28.0,22.0,9.0,45.0,31.0,53.6,57.2,16.0,15.0,151.0,24.0,23.0,24.0,5,0,,,,,1612650
Corkov Corkov,Praez FC,Championship,20,RB,2214,25,1,3,1.38,5.07,24.0,10.0,17.0,78.7,163.0,48.0,53.0,10.0,17.0,79.0,54.8,44.7,21.0,47.0,188.0,20.0,12.0,46.0,0,0,,,,,9782594
Elifal Jorgio,Praez FC,Championship,27,CM,2900,51,2,1,2.54,8.01,55.0,24.0,47.0,75.5,76.0,46.0,47.0,19.0,96.0,55.0,65.8,63.1,35.0,64.0,206.0,73.0,28.0,26.0,5,0,,,,,5442387
Lunic Morpel,Praez FC,Championship,24,CM,531,5,0,0,0.43,0.53,2.0,0.0,8.0,89.0,20.0,17.0,5.0,7.0,11.0,8.0,42.4,52.1,9.0,6.0,30.0,21.0,5.0,3.0,9,0,,,,,1703514
Nevkov Kalmir,Praez FC,Championship,35,RB,3103,36,1,2,5.86,2.89,61.0,22.0,22.0,76.6,161.0,168.0,10.0,26.0,66.0,102.0,69.3,52.5,45.0,92.0,339.0,63.0,5.0,60.0,4,0,,,,,3674082
Golvic Arez,Praez FC,Championship,32,CM,1699,20,0,0,0.9,2.63,33.0,6.0,3.0,72.6,31.0,53.0,32.0,14.0,97.0,69.0,39.0,53.0,30.0,11.0,79.0,48.0,6.0,23.0,5,0,,,,,1248917
Elidin Ostdin,Praez FC,Championship,23,RB,2191,33,2,1,2.1,2.55,16.0,5.0,32.0,86.8,52.0,146.0,53.0,5.0,132.0,74.0,56.3,56.9,59.0,51.0,250.0,61.0,12.0,43.0,2,0,,,,,32899692
Danlan Arfal,Praez FC,Championship,26,AM,955,16,4,3,5.14,2.27,20.0,6.0,5.0,92.9,32.0,71.0,12.0,13.0,38.0,15.0,52.7,60.9,27.0,10.0,133.0,41.0,4.0,6.0,5,0,,,,,10396879
Kalfal Ostvic,Praez FC,Championship,30,RB,2525,31,0,0,1.16,3.94,20.0,4.0,20.0,75.9,79.0,16.0,4.0,35.0,126.0,112.0,44.7,62.9,20.0,43.0,204.0,60.0,14.0,18.0,2,0,,,,,209727
Morzar Morba,Praez FC,Championship,28,LW,2424,28,5,3,4.68,3.1,88.0,44.0,44.0,85.8,143.0,127.0,32.0,23.0,71.0,26.0,50.7,49.7,53.0,52.0,222.0,13.0,32.0,19.0,7,0,,,,,5327749
Kalvic Henmir,Praez FC,Championship,23,ST,2160,27,5,3,5.76,4.64,72.0,37.0,20.0,83.3,89.0,31.0,27.0,8.0,37.0,17.0,39.5,49.1,50.0,23.0,205.0,94.0,5.0,14.0,4,0,,,,,4057219
Silnen Danvic,Praez FC,Championship,25,LW,1088,16,1,1,1.93,0.68,47.0,12.0,10.0,67.8,38.0,38.0,16.0,4.0,12.0,10.0,44.4,63.5,9.0,24.0,69.0,41.0,13.0,9.0,3,0,,,,,830143
Corce Prazar,Praez FC,Championship,22,DM,1652,19,0,0,0.66,2.0,11.0,5.0,5.0,82.8,73.0,13.0,10.0,18.0,6.0,67.0,30.8,56.3,11.0,27.0,82.0,4.0,8.0,14.0,2,0,,,,,379011
Silic Golgio,Praez FC,Championship,31,RB,2176,39,0,2,1.54,3.46,43.0,18.0,14.0,66.7,65.0,29.0,18.0,12.0,52.0,92.0,56.8,53.5,13.0,46.0,96.0,11.0,13.0,47.0,6,0,,,,,6506487
Praju Golkov,Praez FC,Championship,19,DM,1646,20,0,0,1.05,2.03,28.0,11.0,6.0,70.8,33.0,71.0,8.0,5.0,6.0,19.0,45.3,50.9,12.0,34.0,148.0,22.0,18.0,22.0,7,0,,,,,1733077
Faros Arju,Praez FC,Championship,29,RB,2027,23,0,2,0.48,1.14,18.0,5.0,8.0,78.3,50.0,90.0,21.0,31.0,20.0,34.0,46.5,50.6,13.0,32.0,198.0,13.0,10.0,40.0,9,0,,,,,2310294
Morju Ivace,Praez FC,Championship,24,DM,1809,32,0,1,3.06,3.61,22.0,4.0,27.0,88.1,97.0,67.0,42.0,29.0,36.0,33.0,52.4,43.7,13.0,17.0,210.0,35.0,9.0,38.0,0,0,,,,,2542406
Ivaos Silvic,Praez FC,Championship,29,RB,1016,15,0,0,1.16,0.54,18.0,8.0,14.0,66.6,78.0,29.0,21.0,13.0,34.0,29.0,45.4,48.0,22.0,15.0,76.0,21.0,2.0,16.0,0,0,,,,,2169566
Henfal Prakov,Praez FC,Championship,20,AM,2509,41,1,0,1.46,1.04,37.0,14.0,16.0,89.2,116.0,31.0,31.0,9.0,31.0,41.0,59.2,57.0,11.0,39.0,198.0,42.0,22.0,12.0,3,0,,,,,746184
Golez Nevzar,Elihus FC,Championship,23,GK,1905,28,0,0,,,,,12.0,71.0,45.0,114.0,51.0,8.0,65.0,24.0,56.0,50.9,22.0,74.0,266.0,34.0,18.0,31.0,7,2,93.0,26.0,13.0,29.0,14429708
Jorzar Rostov,Elihus FC,Championship,25,GK,2342,28,0,0,,,,,16.0,84.8,282.0,143.0,111.0,8.0,50.0,104.0,62.6,48.6,80.0,61.0,256.0,44.0,18.0,51.0,3,0,51.0,37.0,2.0,37.0,24553432
Roslan Henkov,Elihus FC,Championship,25,LW,1146,12,3,3,3.04,1.24,37.0,10.0,5.0,75.6,133.0,51.0,11.0,2.0,4.0,34.0,63.4,49.8,31.0,40.0,85.0,27.0,1.0,21.0,4,0,,,,,18103944
Nevnen Silzar,Elihus FC,Championship,22,DM,2737,30,3,0,4.45,6.29,47.0,11.0,68.0,86.0,108.0,166.0,16.0,9.0,104.0,73.0,58.6,66.3,99.0,107.0,311.0,64.0,9.0,16.0,0,0,,,,,26456152
Sillan Ivakov,Elihus FC,Championship,21,AM,2401,26,18,8,20.4,9.97,75.0,39.0,39.0,89.4,306.0,190.0,74.0,24.0,102.0,85.0,50.3,52.2,40.0,73.0,347.0,41.0,21.0,24.0,7,0,,,,,12985010
Nevlan Rostov,Elihus FC,Championship,19,RB,1619,25,0,0,2.4,4.11,7.0,2.0,16.0,75.8,123.0,31.0,22.0,4.0,103.0,39.0,33.0,40.7,15.0,21.0,137.0,41.0,17.0,39.0,4,0,,,,,1892844
Elilan Prazar,Elihus FC,Championship,20,AM,2236,27,3,1,3.96,3.11,38.0,17.0,16.0,89.7,96.0,49.0,27.0,5.0,88.0,9.0,42.5,43.5,29.0,19.0,210.0,23.0,3.0,20.0,6,0,,,,,3835612
Lunnen Kalrin,Elihus FC,Championship,29,DM,2604,37,1,1,3.78,1.79,30.0,10.0,50.0,64.8,69.0,36.0,50.0,41.0,158.0,104.0,48.7,59.9,45.0,25.0,193.0,55.0,24.0,57.0,9,0,,,,,2153273
Silvic Golvic,Elihus FC,Championship,21,ST,1690,19,0,0,0.78,0.49,20.0,8.0,10.0,82.5,42.0,41.0,30.0,13.0,27.0,36.0,68.0,45.5,16.0,12.0,99.0,63.0,22.0,36.0,6,0,,,,,145331
Golpel Elilan,Elihus FC,Championship,27,ST,1395,15,10,8,10.8,5.48,36.0,14.0,33.0,74.7,117.0,87.0,37.0,18.0,93.0,44.0,51.1,68.8,16.0,29.0,172.0,46.0,8.0,21.0,4,0,,,,,12387615
